Temperature (°C),Humidity (%),Ice Cream Sales,Beach Visitors,Energy Consumption (kWh),Air Quality Index,Outdoor Activities,Water Consumption (L),Sunscreen Sales,Restaurant Visitors,Mood Index,Productivity Score
16.6,66.0,213,331,592,37,113,888,151,204,10,57
34.3,42.1,351,802,749,13,266,1000,263,373,10,47
28.7,46.7,249,692,688,49,234,901,239,290,10,47
15.0,78.4,150,424,697,55,75,1241,115,98,10,54
2.8,82.4,66,159,409,50,14,737,41,68,1,46
2.9,38.0,32,21,265,85,34,565,22,32,3,69
17.2,35.3,185,370,519,54,156,762,145,166,10,64
3.4,69.0,71,115,442,75,41,648,44,0,3,58
21.5,32.5,200,471,509,42,187,863,168,291,10,50
15.6,83.3,107,481,558,54,77,1125,113,113,10,47
37.4,88.7,408,987,1001,4,203,1650,320,288,10,42
26.7,47.8,306,695,702,35,214,1200,244,258,10,49
29.6,80.5,257,756,789,25,180,1505,210,259,10,50
36.7,76.5,393,858,973,16,222,1695,301,366,10,37
31.4,64.3,311,862,875,1,232,1284,238,273,10,39
8.9,40.8,134,258,307,70,54,447,69,137,7,60
6.0,62.3,100,153,438,63,56,630,64,90,6,67
35.3,49.1,377,847,874,14,276,1054,291,378,10,44
28.5,42.3,281,704,551,28,205,803,239,361,10,60
34.4,65.2,337,768,785,23,238,1354,303,352,10,52
4.6,62.4,23,124,368,61,12,618,51,53,4,67
12.5,38.1,112,380,434,52,105,678,88,191,10,64
22.4,65.4,235,600,713,52,151,935,151,194,10,42
16.5,34.0,125,492,361,57,149,530,145,175,10,64
25.6,72.5,277,610,659,24,166,1324,199,255,10,38
13.4,32.2,95,241,357,58,99,614,80,206,10,58
3.3,58.5,82,106,431,48,26,657,13,74,4,52
12.1,42.2,77,307,424,67,87,517,99,133,9,60
36.5,48.2,360,929,769,15,293,1406,268,401,10,57
7.1,70.4,30,266,514,44,48,805,82,68,5,64
12.4,59.9,162,373,572,68,70,798,122,171,7,64
36.1,59.5,361,898,765,17,255,1180,286,357,10,46
8.3,31.2,86,250,260,82,54,322,95,147,7,70
4.5,88.2,72,154,526,64,7,877,56,12,2,60
8.0,83.2,127,125,485,40,31,996,43,45,4,55
8.0,43.9,42,122,396,61,74,456,86,50,7,64
24.2,86.1,276,530,789,21,142,1444,165,173,10,47
25.5,45.8,295,575,646,39,207,780,200,270,10,60
14.8,67.5,124,398,550,51,80,865,108,185,9,50
28.6,87.0,306,770,962,29,180,1531,221,207,10,31
13.4,46.3,142,316,460,54,111,908,137,191,9,55
15.7,82.7,151,360,563,50,78,1123,148,175,8,46
36.0,69.2,393,983,793,11,229,1269,273,368,10,45
23.4,79.1,243,570,647,36,130,1205,194,254,10,54
37.2,69.4,401,916,821,6,252,1631,311,355,10,39
8.3,35.3,53,208,317,63,52,702,61,121,8,55
30.7,54.6,323,684,785,24,240,1293,239,373,10,48
20.7,85.4,229,542,747,40,122,1151,137,189,10,49
21.3,77.9,173,605,789,43,136,1262,178,161,10,50
31.4,30.5,271,842,542,24,268,736,258,374,10,57
9.0,66.0,135,238,383,55,77,979,70,41,6,63
5.8,40.5,72,143,307,63,58,509,75,59,4,72
18.6,38.5,203,404,465,39,132,731,151,250,10,57
31.5,31.7,340,720,679,47,277,842,246,408,10,64
34.3,63.1,362,797,832,36,220,1284,247,313,10,47
13.8,48.6,103,431,477,52,99,654,89,162,9,60
29.5,85.4,320,792,942,25,160,1353,248,276,10,47
38.9,86.0,401,984,994,5,208,1700,335,330,10,37
39.9,48.6,362,969,799,29,285,1407,302,447,10,50
3.1,43.8,3,6,279,56,43,331,19,62,2,62
8.2,36.3,104,179,370,57,58,653,38,97,5,67
25.1,38.1,226,647,478,54,212,905,216,355,10,51
21.6,83.2,219,511,665,20,110,1408,160,196,10,42
27.6,62.9,255,686,818,27,182,1330,239,308,10,47
13.5,49.5,167,382,413,41,82,825,134,105,10,50
36.2,46.2,345,846,827,18,281,1088,267,391,10,52
16.7,71.1,189,502,695,46,97,964,113,172,10,48
5.7,33.6,53,54,301,75,66,411,35,78,3,73
6.8,63.9,31,191,466,54,30,665,81,65,4,58
5.9,50.3,33,123,417,65,63,748,18,84,5,60
5.2,45.0,18,87,212,55,32,713,31,37,4,72
22.8,34.2,202,479,460,53,193,945,180,240,10,51
4.5,68.5,72,209,360,42,12,831,37,22,2,48
26.8,55.7,269,665,681,13,182,1210,185,276,10,47
29.9,63.2,333,690,819,31,206,1197,227,317,10,39
14.5,86.2,167,378,663,29,84,991,90,143,7,55
21.5,75.4,189,462,760,37,145,1130,167,192,10,51
10.8,59.5,98,263,388,69,57,721,77,154,7,65
6.0,41.5,73,126,309,88,43,456,23,69,6,69
2.9,62.4,39,171,441,66,1,537,18,28,2,62
0.7,53.0,27,61,228,83,24,537,0,29,1,67
28.3,33.8,292,697,620,42,246,780,225,329,10,55
31.9,66.5,358,780,876,6,229,1239,244,353,10,46
8.7,39.8,108,169,423,70,79,488,73,134,5,72
19.2,40.8,238,538,548,63,171,733,159,268,10,50
24.1,55.0,238,531,579,27,169,889,211,234,10,58
23.9,44.3,192,571,507,39,201,1090,208,296,10,50
26.3,52.9,310,642,705,39,208,1177,221,243,10,41
38.8,59.6,382,1028,872,22,253,1181,286,359,10,50
13.0,52.0,176,273,554,36,83,876,90,147,10,50
28.4,52.4,240,774,656,19,207,1259,223,313,10,59
26.6,50.6,268,594,632,51,189,955,195,307,10,54
22.4,62.3,189,631,581,16,144,1088,151,224,10,55
25.4,55.1,277,609,618,40,195,1009,177,260,10,58
3.6,62.2,46,177,436,68,42,685,8,50,2,62
24.8,35.4,262,556,485,56,190,1036,214,352,10,64
6.1,77.7,99,242,490,66,32,1026,77,92,2,56
28.2,55.9,325,693,611,45,211,1119,208,302,10,54
32.7,32.9,294,859,712,19,290,1125,271,453,10,47
31.9,40.5,300,729,693,36,251,857,256,418,10,55
22.5,53.9,184,590,636,40,169,949,167,197,10,48
29.8,86.0,321,709,877,0,176,1327,230,213,10,43
10.0,86.0,95,251,493,25,45,977,85,117,5,52
17.9,69.5,193,461,541,43,99,951,149,138,10,51
14.9,36.7,163,401,349,56,112,840,145,205,10,65
32.4,82.8,338,771,811,13,177,1303,272,295,10,37
38.9,52.6,406,1053,857,28,280,1453,286,412,10,47
23.0,75.8,219,666,637,15,152,1386,181,219,10,41
19.9,38.3,226,507,512,69,170,819,175,277,10,64
30.0,47.9,317,650,723,22,236,904,229,334,10,58
24.1,57.1,192,646,606,31,184,986,178,239,10,42
14.9,40.5,149,456,514,44,118,592,101,172,10,54
24.8,56.4,252,716,683,30,174,997,198,310,10,52
14.2,31.1,118,302,295,46,131,639,107,150,10,69
8.8,36.7,43,257,326,74,78,542,57,96,7,61
9.8,64.4,117,294,438,67,54,981,65,112,6,49
36.1,52.1,360,881,782,10,274,1221,314,386,10,55
6.3,46.1,14,112,233,66,31,470,40,101,4,65
18.8,49.7,191,427,579,51,125,1054,132,249,10,47
20.7,77.5,192,428,607,13,130,1357,178,216,10,42
30.3,33.3,305,826,686,27,263,902,244,351,10,56
39.5,55.6,434,1008,792,0,278,1323,332,477,10,38
19.7,89.3,234,512,841,24,109,1223,170,142,10,48
14.1,68.5,129,450,577,35,107,1001,122,97,7,54
11.8,86.9,152,390,557,43,74,1211,66,130,5,44
2.6,85.9,61,159,382,57,5,787,15,43,3,55
38.8,46.3,356,1009,773,25,283,1323,299,426,10,45
1.2,60.3,0,62,251,53,0,462,31,51,3,67
36.9,39.7,355,919,803,43,288,1076,275,451,10,40
39.2,72.3,349,932,1030,0,263,1339,322,404,10,44
5.9,86.0,53,115,460,56,18,1154,34,81,3,51
19.1,75.4,147,477,753,40,122,1181,126,221,10,52
15.5,62.3,124,438,516,43,105,782,118,157,9,51
22.0,67.8,215,498,730,26,155,938,178,188,10,51
9.8,53.4,51,328,326,78,86,811,81,63,5,60
10.0,37.7,126,287,416,75,96,713,96,91,7,66
5.6,48.4,81,226,316,80,48,656,70,82,3,67
16.0,56.4,116,398,436,29,112,930,132,190,10,62
29.2,85.8,274,805,826,23,166,1578,214,248,10,35
27.4,33.0,281,625,532,39,225,847,231,361,10,59
24.9,87.9,289,661,850,15,129,1497,173,239,10,36
31.1,69.2,341,876,880,29,196,1475,254,257,10,45
2.6,79.1,9,0,518,45,11,879,13,55,1,59
21.0,63.2,217,597,553,19,146,1079,172,192,10,45
10.7,87.3,95,267,621,34,64,982,96,86,4,53
18.0,57.3,136,373,531,50,130,779,164,188,10,47
20.9,33.0,249,516,561,60,179,831,164,271,10,57
28.2,72.7,242,756,829,21,171,1331,233,295,10,50
14.6,85.1,179,367,704,26,75,949,92,163,8,54
9.4,41.5,132,275,326,84,87,460,65,101,7,70
32.6,88.9,333,806,889,0,199,1461,241,312,10,46
19.1,64.5,210,378,530,33,125,1019,125,154,10,47
19.6,88.1,181,415,736,23,107,1102,175,213,10,46
27.8,38.4,328,616,602,42,231,1127,235,335,10,61
40.0,60.4,352,1028,825,13,280,1514,294,448,10,37
16.9,39.6,190,461,420,53,149,740,111,161,10,53
3.6,46.2,61,20,294,71,34,440,36,46,5,57
28.4,69.9,312,786,731,3,183,1217,238,290,10,45
3.3,84.0,43,134,442,43,10,848,34,75,1,56
0.5,59.5,0,95,282,84,10,658,0,11,1,69
26.2,46.0,292,669,529,33,209,1172,234,282,10,56
19.5,59.3,184,393,615,60,142,988,180,225,10,55
2.4,32.5,0,0,179,92,2,232,49,0,3,69
21.9,59.8,177,583,644,50,149,1016,148,222,10,47
27.0,36.3,260,649,645,54,240,815,211,307,10,58
12.7,59.8,125,403,560,39,74,780,130,132,8,57
39.8,84.5,409,966,1024,10,243,1785,297,341,10,38
27.9,79.0,291,764,843,11,159,1465,242,222,10,42
9.2,38.3,51,303,338,78,70,713,74,118,8,66
4.4,50.6,76,53,230,64,51,697,21,48,3,55
37.2,65.8,399,842,822,0,259,1339,321,386,10,48
23.1,75.7,215,648,651,32,137,1121,204,261,10,40
5.5,83.6,83,125,472,37,24,1124,73,26,2,46
21.5,34.3,236,553,448,70,197,879,196,286,10,63
30.9,37.2,341,676,653,41,258,1011,248,363,10,47
39.6,65.3,408,993,902,15,251,1279,304,360,10,48
7.7,49.2,35,128,358,62,57,803,90,39,6,58
29.3,67.5,280,825,681,14,191,1390,253,257,10,43
30.6,61.1,290,725,678,19,195,1194,269,359,10,38
4.9,61.2,21,23,340,74,42,745,29,86,5,54
21.5,66.2,175,484,684,54,143,918,176,229,10,50
19.5,83.1,156,415,689,25,115,1410,162,131,10,45
39.5,86.4,382,939,1049,15,240,1495,301,309,10,41
15.6,88.9,181,303,678,17,97,1207,148,116,10,39
36.3,53.6,357,933,903,4,261,1088,301,412,10,54
10.3,85.0,55,329,525,59,52,1165,110,94,8,45
30.7,76.0,348,687,879,33,184,1310,260,286,10,38
7.1,60.1,92,276,317,47,57,937,73,115,4,66
26.7,71.0,228,740,818,22,185,1085,193,302,10,48
14.5,87.4,120,335,690,39,96,1057,94,169,9,51
19.4,62.2,156,528,616,42,114,931,160,160,10,44
10.7,50.7,72,225,485,60,79,855,85,163,8,54
34.1,74.0,381,905,839,3,225,1261,247,313,10,40
5.2,83.5,22,187,498,61,19,830,50,24,1,58
25.9,52.0,248,657,674,41,195,1126,233,282,10,61
11.4,62.1,142,299,527,32,66,1043,102,145,10,56
1.4,74.4,15,0,456,46,17,777,0,60,2,50
37.6,87.8,372,1026,925,0,200,1748,313,267,10,35
37.4,49.4,353,966,802,13,263,1258,289,387,10,37
0.7,80.0,29,29,413,58,0,837,0,0,1,60
38.0,61.7,353,1011,843,28,255,1286,302,367,10,48
12.4,62.0,172,251,533,55,95,968,85,165,10,59
37.8,61.3,413,931,841,2,280,1495,274,360,10,40
34.5,46.3,354,776,717,24,277,1231,298,348,10,56
20.7,60.4,211,566,624,40,144,842,184,228,10,48
19.3,41.1,207,548,411,58,171,648,164,217,10,49
17.5,54.7,136,398,606,35,116,981,155,178,10,56
34.5,69.6,385,833,964,33,241,1340,255,361,10,34
2.8,46.6,44,68,329,81,30,679,33,24,4,57
38.8,58.0,426,879,869,0,288,1543,312,390,10,49
16.5,51.3,120,469,490,68,110,1006,139,158,10,58
39.3,50.0,378,1054,779,15,282,1309,333,439,10,49
4.0,43.5,72,12,217,59,27,653,8,15,3,66
17.4,55.0,166,471,502,36,137,916,139,146,10,60
15.7,43.2,138,402,373,41,109,747,120,219,10,65
37.8,49.0,345,900,813,9,288,1222,286,445,10,46
0.1,63.6,0,101,237,76,12,472,27,7,1,61
17.0,37.4,197,407,412,62,121,858,134,203,10,54
33.6,43.9,368,940,820,19,258,1234,239,437,10,57
7.7,35.0,41,102,255,77,59,667,39,97,8,58
33.3,64.8,289,768,912,23,240,1500,261,327,10,46
12.0,49.4,149,296,394,70,91,788,104,146,10,59
38.1,51.4,363,994,739,23,267,1172,311,452,10,54
12.1,32.7,128,357,397,55,118,580,80,157,10,66
37.9,36.0,351,941,705,36,294,1267,299,427,10,57
25.2,43.7,296,635,507,54,201,1001,231,279,10,47
10.7,70.3,78,307,580,55,67,1019,70,59,6,60
24.7,87.1,244,675,838,24,152,1478,200,161,10,48
39.7,44.2,385,982,745,5,312,1249,334,472,10,54
8.0,81.2,72,111,449,55,41,947,72,121,4,45
0.2,48.3,33,0,271,62,0,296,23,0,1,74
2.0,76.1,68,24,419,63,5,944,2,47,3,62
0.3,66.0,0,80,413,54,6,486,17,0,1,63
25.2,31.8,213,605,517,40,204,741,179,288,10,50
30.1,79.7,282,766,877,34,188,1330,229,314,10,51
23.5,47.3,281,537,644,35,169,1120,208,268,10,50
11.9,30.5,78,350,289,50,119,574,74,123,10,67
24.9,77.3,242,688,823,44,169,1102,221,212,10,49
15.6,68.4,145,350,638,38,100,811,149,164,9,53
27.4,75.0,252,655,721,3,170,1337,225,279,10,43
16.0,78.2,160,314,726,48,92,1288,141,148,10,58
0.3,42.6,0,63,163,92,15,265,0,17,1,76
21.4,40.6,174,540,598,60,189,741,141,210,10,56
34.1,32.7,373,828,758,16,273,851,264,469,10,49
23.4,36.3,250,605,491,52,205,733,182,335,10,53
5.3,39.9,74,117,370,64,42,601,30,111,3,68
6.5,69.1,78,117,468,48,47,995,44,48,6,55
18.5,88.4,222,493,795,11,116,1093,135,127,9,44
23.4,80.4,272,638,797,10,142,1289,181,192,10,36
3.1,59.2,53,99,325,73,7,656,0,41,3,65
36.5,78.0,412,934,961,6,213,1532,262,341,10,33
19.8,45.9,186,477,609,41,170,1021,169,247,10,62
11.2,71.2,101,205,495,51,55,876,65,131,8,55
36.4,35.7,380,857,798,21,311,1005,310,459,10,50
34.3,73.5,312,877,846,0,222,1593,303,278,10,36
38.2,36.3,415,907,802,21,306,1029,288,434,10,59
28.8,43.7,285,673,562,20,222,1161,253,289,10,61
33.6,56.7,340,817,828,38,259,1216,261,339,10,51
17.8,88.6,130,416,733,45,116,1404,171,135,10,41
4.5,34.4,28,13,183,94,50,420,21,85,5,68
33.8,52.5,302,879,854,15,237,1222,263,390,10,49
10.3,34.1,139,318,340,66,76,564,88,153,10,56
36.9,74.6,405,904,847,23,244,1289,303,313,10,43
35.2,32.8,372,882,605,38,309,893,302,456,10,50
38.6,38.2,421,917,694,31,327,1301,313,440,10,42
23.6,83.8,244,653,793,10,142,1218,206,234,10,34
20.7,35.2,191,478,427,54,188,747,161,210,10,61
8.9,75.8,70,181,508,35,54,948,86,86,5,45
15.1,71.6,160,320,526,44,86,870,92,185,10,42
18.7,52.8,193,413,454,59,129,894,176,221,10,53
37.0,84.8,400,844,942,11,197,1471,271,344,10,44
31.0,49.9,313,769,660,40,216,1280,235,372,10,40
16.0,33.9,209,355,377,62,149,527,128,236,10,65
12.0,70.1,92,313,439,36,64,1011,69,166,6,50
31.6,44.8,293,814,744,15,232,1130,223,368,10,61
35.9,56.1,317,975,803,38,257,1111,270,434,10,53
16.4,82.6,143,473,715,26,100,1200,155,176,9,53
12.5,74.2,167,368,488,34,65,1066,129,117,7,57
3.3,78.4,51,155,529,36,11,795,54,62,1,51
10.4,79.6,142,306,483,47,79,810,83,138,6,48
32.6,67.9,373,788,763,6,221,1248,280,286,10,51
9.1,43.0,60,233,339,51,64,639,75,85,6,66
32.1,70.7,301,823,861,33,201,1189,247,270,10,49
15.0,49.6,134,328,503,60,114,885,149,161,10,56
17.9,88.3,218,487,614,11,93,1228,146,178,8,50
30.5,76.3,292,692,817,0,171,1291,258,319,10,37
10.4,60.9,149,184,526,56,55,922,84,131,7,57
24.5,40.0,200,541,653,54,186,1040,192,309,10,47
5.6,55.4,20,200,379,59,29,735,20,62,3,64
9.7,82.3,78,248,548,32,60,890,91,57,4,47
36.6,67.0,361,831,874,15,257,1464,267,387,10,41
11.0,80.1,94,304,493,63,71,841,105,101,5,48
12.8,31.9,97,417,277,48,116,399,108,191,10,64
14.6,56.4,136,391,592,38,88,721,93,145,10,61
10.5,58.9,60,342,537,58,65,713,107,104,5,63
21.1,56.1,213,619,668,57,136,942,154,215,10,59
3.5,55.3,24,42,396,82,12,763,22,34,2,71
27.4,48.9,285,626,753,29,216,994,241,291,10,53
20.1,55.0,205,601,486,52,147,995,139,263,10,55
9.7,48.6,139,232,408,55,85,556,92,103,7,55
38.8,30.5,413,985,673,11,314,969,325,481,10,61
3.7,64.0,42,105,333,59,10,700,22,58,1,54
34.5,36.5,389,916,678,42,275,1116,272,429,10,47
6.2,89.3,36,148,611,52,30,1007,49,23,4,53
34.5,39.6,359,791,741,31,273,1113,285,420,10,52
26.5,53.2,233,603,732,52,179,1094,210,247,10,48
10.8,56.7,76,295,481,58,59,930,57,67,7,63
10.8,83.8,154,174,569,54,82,1226,76,101,5,59
29.6,85.7,247,782,933,3,180,1559,226,209,10,33
37.8,38.2,403,875,841,23,325,1168,331,439,10,59
9.8,77.0,82,268,628,59,47,1116,100,78,5,47
1.3,85.3,0,17,406,58,23,704,0,9,1,49
13.8,74.7,105,262,626,52,86,890,95,167,7,58
33.0,32.3,281,752,659,20,292,1092,259,433,10,49
36.5,46.1,369,954,868,4,291,1154,285,422,10,53
19.0,31.6,210,522,429,55,170,549,177,278,10,54
9.4,43.4,118,183,392,53,66,573,77,110,7,54
4.7,66.0,20,124,384,49,46,718,14,24,2,63
2.5,52.6,41,0,303,70,32,726,0,0,1,70
23.5,70.6,274,657,789,41,164,1363,173,240,10,50
9.1,41.5,41,211,339,74,63,653,66,121,9,64
12.4,81.5,103,397,561,21,91,1208,71,82,8,50
6.6,78.0,19,167,474,63,50,1066,24,51,2,52
0.3,58.4,0,28,205,60,0,585,12,26,1,68
38.3,56.8,423,912,800,28,277,1236,320,386,10,43
21.1,38.7,163,588,561,31,184,643,153,285,10,63
8.6,57.0,119,244,448,59,71,867,54,56,5,60
19.4,74.7,217,545,719,19,103,1266,161,147,10,43
38.2,56.3,405,950,866,0,285,1295,321,393,10,53
31.3,31.8,271,767,645,39,269,1117,277,413,10,46
14.0,71.5,130,294,655,37,88,1030,112,96,10,54
13.9,50.5,145,334,431,43,95,759,119,125,10,48
19.7,77.4,202,459,712,37,105,990,141,211,10,52
21.1,33.8,236,505,460,49,181,650,193,273,10,51
21.9,50.3,237,502,494,29,165,977,200,213,10,46
9.0,74.1,103,294,523,61,66,1047,88,125,4,44
26.3,53.4,289,648,650,50,173,1248,224,303,10,60
20.4,74.7,251,475,713,27,147,1006,179,207,10,48
11.9,79.9,92,227,608,25,64,1110,107,102,8,56
34.1,89.9,302,938,950,0,177,1509,294,252,10,42
21.5,52.2,166,521,646,50,170,881,202,195,10,50
24.5,36.8,281,602,522,58,185,680,172,313,10,49
0.5,41.6,55,8,154,96,0,459,0,19,1,66
5.1,48.5,20,212,226,50,47,568,13,53,4,56
23.4,46.5,279,517,655,46,166,991,167,303,10,52
17.8,30.5,223,405,450,71,149,551,150,182,10,53
12.2,44.5,126,243,317,75,75,731,119,98,8,69
4.6,40.2,8,215,332,60,20,675,26,102,3,59
27.3,38.3,226,666,688,58,230,874,239,344,10,46
12.5,70.8,111,306,513,33,69,871,81,76,9,49
32.0,78.9,366,890,775,0,210,1508,243,321,10,33
39.4,62.8,425,905,859,0,267,1425,341,429,10,37
37.5,48.6,413,906,776,16,297,1430,313,474,10,47
7.3,67.2,69,184,391,58,68,733,75,116,3,48
6.0,52.8,30,123,292,73,40,688,50,68,6,63
6.0,74.7,18,78,526,64,47,1060,74,37,3,56
8.3,87.0,81,233,560,54,66,898,41,45,4,53
9.7,41.2,113,201,405,64,75,520,59,136,9,67
31.1,44.0,292,716,639,43,261,1261,219,363,10,49
31.5,76.3,339,817,917,25,181,1334,250,253,10,43
14.7,82.6,99,454,615,53,98,1274,136,156,10,54
10.2,39.6,68,257,272,63,67,579,73,99,8,56
22.2,68.2,270,460,671,40,132,1108,163,196,10,43
21.6,30.5,168,555,415,59,179,622,154,304,10,70
19.5,72.2,176,413,572,25,114,1189,145,145,10,42
6.1,80.8,95,153,462,70,46,1095,32,62,2,48
20.5,53.1,252,503,583,35,155,821,154,215,10,54
9.6,51.4,100,206,333,62,67,668,104,121,6,69
22.8,42.2,225,568,648,60,178,1004,181,230,10,63
16.8,87.5,122,365,682,18,114,1211,117,175,10,40
10.1,42.6,128,184,450,83,60,654,67,89,9,56
18.4,30.1,232,515,456,54,171,476,148,271,10,59
0.5,50.4,36,0,329,92,10,514,0,35,1,67
17.2,58.6,215,393,539,47,133,980,162,178,10,60
30.6,42.3,269,856,653,34,246,1211,236,366,10,51
18.8,66.1,211,548,616,58,129,896,173,203,10,48
39.9,75.6,365,938,983,0,261,1410,341,345,10,33
17.4,41.0,144,416,474,46,153,804,154,248,10,65
28.8,72.3,302,664,736,9,195,1372,213,325,10,52
15.7,89.1,196,357,760,16,91,1330,138,110,10,52
30.2,56.0,345,749,829,47,219,1043,262,375,10,57
7.3,59.7,44,227,504,50,34,694,60,70,5,51
16.2,76.3,188,387,702,34,111,974,117,198,10,52
8.5,68.3,59,274,446,37,52,750,73,119,6,49
24.2,58.3,220,605,584,20,152,1181,194,268,10,46
3.0,33.1,67,118,144,65,35,359,26,0,3,74
36.9,48.1,394,889,697,18,284,1128,320,388,10,48
36.2,77.0,334,838,883,13,233,1559,315,383,10,46
36.5,56.4,356,1009,777,25,259,1345,320,394,10,54
19.2,38.3,219,503,489,49,150,609,178,191,10,58
38.8,89.8,355,900,1094,0,209,1550,305,347,10,44
36.7,54.1,357,972,906,21,275,1334,273,424,10,40
33.4,70.8,293,828,948,16,207,1399,248,324,10,47
32.0,88.0,324,745,925,24,197,1334,282,277,10,34
38.3,43.2,353,908,691,27,319,1248,298,477,10,43
31.2,73.3,306,702,812,7,209,1515,246,333,10,37
34.8,49.7,374,890,692,34,273,1067,266,351,10,51
29.5,85.4,310,760,791,30,165,1432,211,251,10,32
11.4,57.4,71,359,393,35,86,728,96,143,10,62
39.1,69.9,436,922,1034,24,265,1511,332,425,10,35
32.1,66.2,277,760,800,28,217,1441,261,358,10,36
33.0,48.8,284,763,720,10,262,1194,235,338,10,42
11.9,89.4,124,384,629,18,54,1084,88,130,7,42
38.2,78.9,389,1004,1041,23,215,1429,322,316,10,36
21.6,48.4,175,478,632,25,147,808,156,263,10,64
17.8,69.4,220,535,601,24,126,1138,143,197,10,44
33.6,87.4,329,804,1038,22,173,1708,247,329,10,39
16.3,41.2,141,412,355,62,136,814,153,235,10,55
5.5,75.8,37,221,546,49,29,721,39,16,4,58
9.4,60.8,72,323,422,65,66,682,98,113,6,53
33.1,34.6,346,793,657,52,273,1158,268,440,10,48
30.7,58.5,285,703,720,30,230,1324,275,335,10,40
37.6,58.6,339,937,843,10,260,1387,322,401,10,46
24.1,44.5,221,563,566,59,205,789,210,263,10,57
4.3,57.6,30,185,271,84,30,650,7,64,2,53
2.7,60.0,31,0,364,60,9,804,49,0,2,70
6.1,66.4,80,242,398,47,31,808,49,81,4,49
37.8,80.7,360,940,932,14,232,1373,315,315,10,33
1.0,41.2,34,0,194,86,0,421,20,32,1,60
14.3,40.8,132,395,332,45,105,563,85,192,10,70
25.1,58.2,294,653,583,37,197,967,196,315,10,45
3.6,55.9,75,139,367,86,33,575,37,15,3,60
11.7,80.6,106,297,530,37,50,986,92,129,7,44
25.4,52.8,269,638,574,17,167,1085,196,242,10,50
21.5,34.4,191,622,403,58,192,587,156,240,10,65
26.1,78.3,234,652,731,21,154,1138,212,195,10,40
20.1,31.9,156,557,387,73,166,825,171,262,10,64
23.1,70.7,263,596,630,40,159,1126,210,242,10,48
31.3,70.1,303,782,901,36,223,1141,270,319,10,38
4.7,56.3,12,175,344,81,39,488,35,13,3,67
28.4,56.3,249,715,756,21,192,1094,208,307,10,40
35.5,82.0,332,836,978,12,192,1672,277,356,10,34
15.5,67.8,129,475,552,32,101,997,132,179,10,49
38.8,34.0,381,907,722,37,330,1274,332,517,10,54
20.1,89.7,174,416,657,26,121,1277,186,130,10,40
23.1,55.2,243,492,717,37,180,969,167,284,10,44
1.0,81.5,0,102,379,74,5,738,24,33,1,61
12.6,59.5,172,341,432,59,88,834,129,133,7,50
5.8,34.1,38,92,180,61,58,344,74,67,4,69
4.7,77.7,91,85,389,44,17,797,48,44,1,63
7.1,56.0,89,223,408,52,36,812,76,85,4,54
36.4,35.7,386,926,710,39,279,919,265,494,10,59
19.3,64.9,216,450,703,42,122,1087,139,150,10,54
39.8,78.8,359,993,907,3,229,1601,331,331,10,42
4.1,36.3,0,79,325,66,43,301,15,97,4,64
25.1,65.3,283,561,615,22,157,1103,197,277,10,41
26.9,80.3,259,763,885,19,176,1258,197,223,10,52
32.2,65.5,336,736,817,2,202,1422,250,341,10,40
28.2,61.6,272,725,795,17,208,1124,249,272,10,41
8.5,51.7,68,193,404,61,65,700,53,122,8,55
12.3,59.6,171,259,413,39,80,865,85,177,7,50
29.3,59.9,255,636,647,11,204,1120,219,278,10,53
37.2,74.4,336,905,1014,12,242,1579,283,318,10,29
25.5,79.0,259,682,862,33,137,1190,201,240,10,53
38.6,83.3,406,921,968,13,208,1711,338,307,10,39
25.6,72.3,275,707,670,42,175,1418,224,254,10,47
22.8,34.3,217,542,579,42,197,933,186,244,10,54
4.1,39.6,0,93,225,72,22,391,39,20,4,61
35.3,47.0,324,848,680,39,268,1232,276,424,10,46
22.3,65.3,184,466,708,14,146,1016,163,230,10,59
7.8,42.7,105,163,405,74,51,508,59,66,7,61
32.9,44.8,367,892,742,18,266,911,274,387,10,55
13.5,68.5,88,375,623,37,74,808,135,175,8,60
3.8,74.5,18,126,432,37,23,928,55,30,3,61
27.0,31.9,307,738,545,40,232,967,236,301,10,53
29.7,78.2,253,806,760,10,174,1422,231,285,10,51
9.6,57.3,116,225,496,39,69,890,47,151,8,65
13.5,53.6,172,300,505,59,97,794,89,155,10,66
0.8,82.6,48,0,435,52,0,869,0,11,1,62
19.0,35.1,189,395,459,63,169,563,147,228,10,63
29.0,79.6,267,772,849,12,159,1510,225,297,10,43
37.7,46.5,388,1014,854,1,294,1410,328,391,10,52
12.1,72.7,116,296,530,42,72,884,112,128,7,55
10.7,39.7,138,313,303,83,79,470,70,166,9,67
18.6,54.2,232,482,523,30,135,803,120,200,10,48
27.2,72.4,262,587,766,26,175,1299,222,252,10,45
6.3,89.4,68,150,549,50,39,934,28,78,4,40
12.7,30.7,172,367,272,79,95,710,75,153,10,55
33.4,39.6,350,806,771,27,283,1198,261,403,10,54
24.0,49.6,281,544,588,33,172,851,217,274,10,57
18.1,88.0,133,414,810,47,119,1232,157,152,9,38
27.7,82.2,283,639,784,0,152,1504,193,271,10,38
1.8,84.3,26,8,447,59,1,1041,40,0,1,48
31.7,64.9,342,872,878,7,196,1165,275,272,10,40
13.6,84.6,114,432,711,33,62,1102,114,159,9,43
15.4,87.4,181,356,579,33,92,1053,124,103,10,48
23.1,62.2,257,592,736,35,141,1219,214,194,10,41
